subject,cognitive_affective_mindfulness,engagement_in_self_reflection,need_for_self_reflection,insight,decision_scale,need_for_cognition,cognitive_reflection_test,digit_span,subject_prolific,version,gender,age,education,income,race,phq91,phq92,gad71,gad72,audit,spq,ocir,tas,icar_responses,icar_correct,icar_num_correct,feedback,total_time,timestamp,id,mistakeCounter
A3G1HG9Q8M4UI5,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"More than $100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1","0,1,1,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0",,,,,,2887087,2023-01-20 16:05:39,960,
A2JN5RPD5M4UWX,,,,,,,,,,v3_final,Female,40-49 years old,Master's Degree,"More than $100,000",,"1,1,2,1,1,0,0,0,0",1,"1,1,1,2,1,2,1",1,"Four or more times a week,1 or 2,Less than monthly,Less than monthly,Never,Never,Less than monthly,Never,Yes, but not in the last year,Yes, but not in the last year","2,3,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,2,2,1,0,0,0,0,3,2,3,2,0,0,1,1","1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0",,,,,,2621213,2023-01-20 16:06:17,961,
A1KFHUDQAOGWKG,,,,,,,,,,v3_final,Male,20-29 years old,Bachelor's degree,"More than $100,000",,"0,0,0,0,0,0,0,0,0",0,"1,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Less than monthly,Less than monthly,Less than monthly,Never,Less than monthly,Less than monthly,No,No","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,2693635,2023-01-20 16:06:38,962,
A1B179AI3LZKWS,,,,,,,,,,v3_final,Female,60 years old or older,Bachelor's degree,Prefer not to say,,"0,0,0,1,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,2407659,2023-01-20 16:06:40,963,
A2WPKP73S4MBLK,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,"0,0,0,1,0,0,0,0,0",0,"1,0,0,0,0,0,0",0,"Two to four times a month,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,0,1,0,0,0,0,0,0,1,0,0,2,1,2,1,3,3,3,3,0,0,0,0,1,0,0,2,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",,,,,,2970817,2023-01-20 16:06:56,964,
A2LI51CANHJ00M,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,"1,2,2,3,2,2,1,1,2",1,"2,1,2,2,1,2,2",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,3,2,3,3,3,4,3,4,3,2,3,2,1,2,2,3,3,4,3,1,1,1,1,2,2,3,3,2,1,2,2","1,2,1,1,3,1,1,2,1,1,3,2,2,1,1,1,3,1",,,,,,3240521,2023-01-20 16:08:08,965,
A1BHINLXH3E2GJ,,,,,,,,,,v3_final,Female,60 years old or older,High school/GED,"Less than $25,000",,"1,1,1,1,1,0,1,0,0",0,"1,1,1,0,0,1,0",0,"Monthly or less,3 or 4,Never,Never,Never,Never,Never,Never,No,No","3,3,3,0,0,2,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0","3,0,0,0,0,0,3,0,1,0,0,1,3,0,1,0,0,0",,,,,,3270745,2023-01-20 16:08:28,966,
A37IG3271D9NMX,,,,,,,,,,v3_final,Male,20-29 years old,Bachelor's degree,"More than $100,000",,"1,1,2,1,1,1,2,1,0",1,"1,1,2,2,1,1,2",2,"Two to three times a week,5 or 6,Monthly,Less than monthly,Monthly,Monthly,Less than monthly,Monthly,No,No","3,3,2,2,3,2,2,3,3,2,1,3,2,3,2,3,3,3,3,3,2,2,1,3,2,2,2,3,3,2,3,2","2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2",,,,,,4235476,2023-01-20 16:08:58,967,
A2N4DD7IS7EI2D,,,,,,,,,,v3_final,Male,30-39 years old,High school/GED,"Less than $25,000",,"1,2,1,1,2,2,1,0,2",1,"1,1,2,1,2,0,2",1,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,2,3,2,0,0,4,0,4,3,4,4,0,4,4,0,0,2,2,0,2,4,4,0,3,2,0,4,0","1,3,2,1,0,0,2,0,2,0,0,0,0,0,2,1,0,0",,,,,,3384938,2023-01-20 16:09:23,968,
A371H3PQPR2Z8J,,,,,,,,,,v3_final,Male,60 years old or older,Bachelor's degree,"$75,000-$100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Two to four times a month,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,3328407,2023-01-20 16:09:43,969,
A2DU76P3SED4T6,,,,,,,,,,v3_final,Female,20-29 years old,Bachelor's degree,"$75,000-$100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,2,3,2,3,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1","1,1,2,2,0,0,1,1,2,0,0,0,2,0,1,2,0,1",,,,,,1980985,2023-01-20 16:09:50,970,
A2Q0D3TOREOIQ8,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$50,000-$75,000",,"2,2,1,1,2,2,2,2,2",0,"2,2,2,1,2,2,2",0,"Two to three times a week,1 or 2,Less than monthly,Less than monthly,Never,Less than monthly,Never,Never,No,No","2,1,2,2,2,1,0,2,2,2,0,2,2,2,2,2,2,2,2,2,4,3,4,2,0,2,2,2,2,0,2,0","2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2",,,,,,3157622,2023-01-20 16:10:08,971,
A3FDHMLJ5XUA4V,,,,,,,,,,v3_final,Male,40-49 years old,Bachelor's degree,"$50,000-$75,000",,"1,1,1,1,2,2,0,0,1",0,"1,1,2,1,0,2,2",0,"Monthly or less,1 or 2,Less than monthly,Less than monthly,Never,Never,Less than monthly,Never,No,No","3,1,3,1,3,3,1,1,3,3,3,3,1,1,1,1,3,3,3,1,0,0,1,0,3,3,3,3,1,1,1,1","0,0,1,0,0,1,0,0,1,0,1,2,1,0,1,0,0,1",,,,,,4494287,2023-01-20 16:10:12,972,
A35QZFRG4FKK3Z,,,,,,,,,,v3_final,Female,60 years old or older,PhD,"Less than $25,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0",,,,,,3890670,2023-01-20 16:10:59,973,
A1SPIAJZORHFT0,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$25,000-$50,000",,"2,1,0,2,1,1,2,0,0",1,"2,2,2,1,0,1,0",1,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,Yes, but not in the last year,Yes, but not in the last year","2,1,2,1,1,1,1,2,1,3,1,3,2,2,3,1,3,3,2,3,0,0,0,0,2,3,3,3,1,0,1,0","0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0",,,,,,2908314,2023-01-20 16:11:23,974,
AXU73FUENAD66,,,,,,,,,,v3_final,Male,30-39 years old,High school/GED,"$25,000-$50,000",,"1,1,1,1,2,1,1,1,1",0,"0,0,0,0,0,1,0",0,"Never,0 (Not Applicable),Never,Never,Less than monthly,Never,Never,Never,No,No","2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,1,1,2,0,0,0,2","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,2785082,2023-01-20 16:11:27,975,
A29KGJC1B7MUCA,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"$50,000-$75,000",,"2,1,1,2,1,3,2,1,2",1,"1,2,3,1,1,3,2",1,"Monthly or less,3 or 4,Never,Never,Never,Never,Never,Never,No,No","2,0,2,4,2,2,2,3,3,4,2,2,4,2,3,2,4,4,4,2,3,4,2,0,2,2,0,2,0,2,2,2","1,2,1,2,2,2,1,3,3,1,2,1,2,1,3,1,2,0",,,,,,2996313,2023-01-20 16:11:50,976,
A320DL18OX1RFR,,,,,,,,,,v3_final,Male,40-49 years old,PhD,"More than $100,000",,"0,0,0,1,0,0,0,0,0",0,"1,0,0,0,0,0,0",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","2,2,3,1,1,0,0,0,1,3,1,2,2,2,2,1,1,2,2,2,1,1,0,0,2,2,0,1,0,0,0,0","0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0",,,,,,3125808,2023-01-20 16:12:23,977,
AHG23QXFY30HE,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"More than $100,000",,"0,0,2,2,0,0,0,0,0",0,"1,1,1,0,0,1,1",0,"Two to three times a week,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,3,3,2,3,2,1,1,1,2,1,1,1,1,2,1,3,3,3,3,2,2,1,2,3,3,2,2,1,1,3,2","1,1,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,1",,,,,,3175292,2023-01-20 16:12:35,978,
A2YQ9W77DO0EZ0,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"$75,000-$100,000",,"2,2,1,2,0,2,1,0,1",0,"2,2,2,2,1,1,1",1,"Two to four times a month,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,2,2,2,3,3,3,3,3,4,1,2,3,2,1,0,1,1,1,1,0,0,2,0,2,2,1,2,0,0,0,1","0,1,1,1,0,1,0,2,0,1,0,1,0,1,0,0,0,0",,,,,,3001488,2023-01-20 16:12:45,979,
A1S2NQYJGZ0C5F,,,,,,,,,,v3_final,Male,40-49 years old,Master's Degree,"$75,000-$100,000",,"2,2,3,3,3,3,1,0,2",1,"2,2,2,1,0,1,2",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1","0,2,0,0,2,1,0,2,1,0,1,1,0,2,0,0,0,0",,,,,,2359436,2023-01-20 16:12:50,980,
ACXEEM1J2SGP7,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$25,000-$50,000",,"3,3,3,3,2,3,2,3,3",2,"3,3,3,3,3,2,3",2,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,1,0,1,3,4,4,4,3,4,1,4,1,1,2,0,4,4,4,4,0,0,0,0,1,0,1,3,2,0,4,1","0,2,2,3,3,2,0,3,2,3,3,3,0,2,2,3,3,3",,,,,,4320911,2023-01-20 16:13:20,981,
A30IUAKVXE0SL,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$75,000-$100,000",,"0,0,0,0,0,0,0,0,0",0,"1,1,1,0,0,0,0",0,"Two to four times a month,1 or 2,Less than monthly,Never,Never,Never,Never,Never,No,No","1,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0","0,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0",,,,,,2729687,2023-01-20 16:13:21,982,
ALAOEYIYW0CW7,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"$75,000-$100,000",,"1,0,2,2,1,3,1,0,0",0,"0,0,0,0,0,0,2",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","1,2,1,1,3,4,3,1,4,3,1,1,3,2,2,3,3,3,1,2,3,3,4,3,3,3,3,2,1,0,1,2","0,0,0,1,2,0,0,0,1,0,1,0,0,2,1,1,2,0",,,,,,4815735,2023-01-20 16:13:46,983,
A338D4KCYBZPB7,,,,,,,,,,v3_final,Female,30-39 years old,Bachelor's degree,"$25,000-$50,000",,"3,3,2,2,3,3,3,0,3",2,"3,3,3,3,3,3,3",1,"Four or more times a week,5 or 6,Weekly,Daily or almost daily,Never,Weekly,Daily or almost daily,Never,No,Yes, but not in the last year","4,3,2,4,4,4,4,4,4,4,0,3,3,2,0,2,2,3,3,2,0,0,0,0,3,2,3,0,0,2,0,0","0,1,3,0,0,3,0,1,2,0,0,2,3,3,1,0,0,0",,,,,,3283314,2023-01-20 16:13:57,984,
A3IZDUUAWAO1HY,,,,,,,,,,v3_final,Male,50-59 years old,Bachelor's degree,"$50,000-$75,000",,"1,0,0,0,0,0,0,0,1",1,"0,0,2,3,1,1,1",1,"Two to three times a week,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","2,3,2,0,2,3,1,3,1,3,1,1,0,0,2,0,0,1,3,0,4,3,3,4,1,2,0,3,0,3,3,0","1,3,1,0,0,1,1,0,1,0,0,0,0,1,0,3,1,0",,,,,,3267565,2023-01-20 16:14:18,985,
A1NMCSVPHOTPYG,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$50,000-$75,000",,"0,0,1,0,1,0,0,0,0",0,"0,0,0,0,0,1,0",0,"Two to three times a week,7 to 9,Weekly,Less than monthly,Never,Never,Less than monthly,Less than monthly,Yes, but not in the last year,Yes, but not in the last year","1,1,1,0,1,0,1,1,1,3,1,1,2,1,1,1,1,1,1,1,0,0,0,0,2,3,1,1,0,0,0,0","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,3932527,2023-01-20 16:15:04,986,
A2YR29YNFLZSUG,,,,,,,,,,v3_final,Male,50-59 years old,Bachelor's degree,"Less than $25,000",,"0,0,1,1,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Less than monthly,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0",,,,,,2491157,2023-01-20 16:15:18,987,
AOSO1D81K0ET0,,,,,,,,,,v3_final,Male,60 years old or older,High school/GED,"$50,000-$75,000",,"0,0,1,1,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Two to four times a month,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","1,0,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1","0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0",,,,,,2432990,2023-01-20 16:15:31,988,
ACVEFRSUAPSEQ,,,,,,,,,,v3_final,Female,50-59 years old,High school/GED,"$25,000-$50,000",,"0,0,0,2,2,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,2,3,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","1,0,1,0,2,0,0,0,1,0,1,0,1,0,2,0,1,0",,,,,,1842798,2023-01-20 16:15:59,989,
A1Q6BCD26I084Z,,,,,,,,,,v3_final,Male,30-39 years old,High school/GED,"$25,000-$50,000",,"3,2,2,2,2,3,2,2,1",2,"2,2,3,1,2,2,3",2,"Monthly or less,3 or 4,Never,Never,Never,Never,Never,Never,No,No","2,1,3,1,3,2,1,3,3,4,3,4,2,2,2,2,4,3,3,4,2,2,2,0,3,3,0,3,0,0,3,0","2,1,0,0,0,3,0,0,1,0,0,2,0,0,0,1,0,2",,,,,,3358308,2023-01-20 16:16:20,990,
A1XFZWOOLJ1CGL,,,,,,,,,,v3_final,Female,60 years old or older,High school/GED,"$50,000-$75,000",,"0,0,1,1,0,0,0,0,0",0,"1,1,1,1,1,1,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","2,2,2,0,1,0,1,1,1,2,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0","1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1",,,,,,3299348,2023-01-20 16:16:24,991,
A2GOYSTIL3LOV1,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"More than $100,000",,"0,0,1,1,0,0,0,0,0",0,"0,0,0,1,0,1,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,4,3,3,3,1,1,1,0,1,3,1,3,0,0,3,0","1,1,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,1",,,,,,2404944,2023-01-20 16:16:57,992,
A3849HEUGP7J99,,,,,,,,,,v3_final,Male,60 years old or older,Bachelor's degree,"Less than $25,000",,"0,0,0,0,0,0,0,0,0",0,"1,0,0,0,0,0,1",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,4334003,2023-01-20 16:17:18,993,
A314KKX6ONDO9O,,,,,,,,,,v3_final,Female,30-39 years old,High school/GED,"Less than $25,000",,"0,0,0,2,0,0,1,1,0",1,"2,3,2,2,1,2,1",2,"Two to three times a week,3 or 4,Never,Never,Never,Never,Less than monthly,Less than monthly,Yes, but not in the last year,Yes, but not in the last year","1,1,2,1,1,3,0,0,0,0,0,0,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,2,0,3,0","0,1,0,0,2,1,0,1,0,0,2,0,0,1,0,0,1,0",,,,,,2377861,2023-01-20 16:17:23,994,
A2BABL5AHUOYC7,,,,,,,,,,v3_final,Male,30-39 years old,Master's Degree,"$75,000-$100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","2,2,3,3,3,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,2609156,2023-01-20 16:17:40,995,
AXPZAP62ZYWP8,,,,,,,,,,v3_final,Male,20-29 years old,High school/GED,"Less than $25,000",,"1,2,2,2,2,3,3,0,2",0,"2,2,2,1,1,3,1",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","0,1,1,1,1,1,1,3,3,4,0,1,1,1,1,1,1,4,4,4,0,0,0,0,1,1,1,1,0,0,0,0","0,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2",,,,,,1951260,2023-01-20 16:17:49,996,
A1OFZDJKMZAUD7,,,,,,,,,,v3_final,Male,30-39 years old,High school/GED,"Less than $25,000",,"0,0,1,1,0,0,1,0,0",0,"0,0,0,1,1,0,0",0,"Never,0 (Not Applicable),Never,Never,Less than monthly,Never,Never,Never,No,No","1,0,2,0,0,1,0,2,1,3,3,2,1,0,0,0,1,0,1,1,2,0,0,3,1,2,0,1,0,1,2,3","2,2,1,0,0,1,0,1,0,1,0,0,1,0,0,1,2,2",,,,,,1278800,2023-01-20 16:19:06,997,
A3UZW1NTOX6I15,,,,,,,,,,v3_final,Male,20-29 years old,Bachelor's degree,"$50,000-$75,000",,"1,2,2,2,3,0,0,0,0",1,"2,2,2,2,0,0,0",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,3,3,3,4,4,3,3,4,4,0,0,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0","2,2,3,1,0,0,2,1,3,0,0,0,2,0,3,0,0,0",,,,,,3371078,2023-01-20 16:20:16,998,
A2HFFHU98168VH,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"$50,000-$75,000",,"0,0,1,1,2,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,0,1,1,1,0,0,1,3,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,2,3,3,0,0,0,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,,,,,4526759,2023-01-20 16:20:31,999,
APWB9BS1SONNS,,,,,,,,,,v3_final,Male,40-49 years old,Bachelor's degree,"$50,000-$75,000",,"1,1,3,2,2,1,1,0,0",1,"1,0,1,1,0,0,0",1,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","1,0,2,1,2,2,1,1,2,4,1,3,3,2,1,0,3,3,2,3,0,0,0,0,1,1,0,3,0,0,0,0","0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0",,,,,,3719330,2023-01-20 16:21:11,1000,
A3JGVZEXXELM3C,,,,,,,,,,v3_final,Male,30-39 years old,High school/GED,"$25,000-$50,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0",,,,,,4311242,2023-01-20 16:21:19,1001,
A2CB2GJZ8ARJ31,,,,,,,,,,v3_final,Male,30-39 years old,PhD,"More than $100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Two to four times a month,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0",,,,,,1261070,2023-01-20 16:21:22,1002,
A1B6B8EG4EJ3MO,,,,,,,,,,v3_final,Male,30-39 years old,High school/GED,"$25,000-$50,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,1,1,1,1,3,0,1,2,1,1,0,1,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0","0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0",,,,,,1660495,2023-01-20 16:21:28,1003,
A1CE3DR200PXSS,,,,,,,,,,v3_final,Female,40-49 years old,Bachelor's degree,"More than $100,000",,"1,0,2,2,0,1,1,0,0",0,"1,0,1,1,0,0,1",0,"Two to four times a month,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,1,0,1,1,2,2,2,1,1,1,0,0,0,0,3,3,3,2,0,0,0,0,1,1,1,2,0,0,1,0","0,1,1,0,2,1,0,1,1,0,2,1,0,1,1,0,2,1",,,,,,4222033,2023-01-20 16:21:31,1004,
AO1QGAUZ85T6L,,,,,,,,,,v3_final,Male,60 years old or older,Bachelor's degree,"$25,000-$50,000",,"0,0,0,0,0,1,0,0,0",0,"1,0,1,1,0,0,0",0,"Two to three times a week,1 or 2,Never,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",,,,,,4189473,2023-01-20 16:22:14,1005,
A3JNWVXMY0AEIC,,,,,,,,,,v3_final,Male,30-39 years old,Bachelor's degree,"$25,000-$50,000",,"1,0,1,1,1,1,0,1,0",0,"0,0,0,0,0,0,0",0,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","2,2,1,0,1,2,1,1,1,2,0,1,2,2,2,1,2,1,1,2,0,0,0,0,2,2,1,2,0,1,1,0","0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0",,,,,,3513887,2023-01-20 16:22:25,1006,
A2YLTA4QNKYSRY,,,,,,,,,,v3_final,Male,20-29 years old,Bachelor's degree,"$50,000-$75,000",,"0,0,0,0,0,0,2,0,0",0,"0,0,0,1,0,0,2",0,"Monthly or less,1 or 2,Less than monthly,Never,Never,Never,Never,Never,No,No","2,3,3,1,3,1,2,1,1,2,0,1,0,0,0,1,2,2,2,3,3,3,1,1,1,0,1,3,0,0,2,0","0,0,1,0,2,0,0,0,1,1,1,0,2,2,1,0,0,0",,,,,,3806806,2023-01-20 16:22:28,1007,
A34GH9SAZ3NAGE,,,,,,,,,,v3_final,Female,20-29 years old,High school/GED,"More than $100,000",,"1,1,1,2,0,1,1,0,1",1,"2,1,1,1,0,1,1",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","2,2,2,1,3,2,4,4,4,4,1,4,3,3,3,3,4,4,4,4,1,2,1,0,3,3,2,1,2,0,2,0","0,2,1,0,1,1,0,2,1,0,1,2,1,0,1,0,1,2",,,,,,3941523,2023-01-20 16:22:29,1008,
ASNMT3I94HZ44,,,,,,,,,,v3_final,Male,20-29 years old,Bachelor's degree,"$25,000-$50,000",,"0,1,1,1,1,1,0,0,0",0,"0,0,1,1,0,0,0",0,"Monthly or less,1 or 2,Less than monthly,Never,Never,Never,Never,Never,No,No","0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",,,,,,1315742,2023-01-20 16:22:38,1009,
A34L4JED8UAIXC,,,,,,,,,,v3_final,Male,60 years old or older,Master's Degree,"More than $100,000",,"1,2,3,2,1,3,2,1,0",1,"3,3,3,2,3,3,2",2,"Never,0 (Not Applicable),Never,Never,Never,Never,Never,Never,No,No","2,1,1,0,1,1,3,1,1,4,1,1,3,3,3,2,3,3,3,3,0,0,0,0,1,1,1,4,0,0,0,0","3,3,2,3,0,2,3,3,2,0,1,3,3,3,3,0,1,2",,,,,,3981128,2023-01-20 16:23:09,1010,
A249938GIG58OO,,,,,,,,,,v3_final,Female,40-49 years old,High school/GED,"$50,000-$75,000",,"1,1,2,2,1,1,1,0,0",1,"2,1,1,3,1,1,1",1,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","3,3,3,1,1,1,1,1,3,3,1,2,2,2,3,2,4,3,3,4,2,2,1,2,3,3,3,3,1,1,2,2","0,1,1,0,1,1,1,0,3,0,1,1,2,0,2,0,1,0",,,,,,4390963,2023-01-20 16:23:11,1011,
A2N9U74YIPDQ9F,,,,,,,,,,v3_final,Female,50-59 years old,Bachelor's degree,"$75,000-$100,000",,"0,0,0,0,0,0,0,0,0",0,"0,0,0,0,0,0,0",0,"Monthly or less,1 or 2,Never,Never,Never,Never,Never,Never,No,No","1,1,2,0,1,1,0,0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0","0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0",,,,,,2115451,2023-01-20 16:25:39,1012,
